cct,nombre,turno,nivel,subnivel,detalle,matricula,docentes,p_de_apoyo,calle,numero,entre_calle,y_calle,colonia,municipio,localidad,ambito,zona_esc,sector,latitud,longitud
26EPR0337O,18 DE MARZO,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,190,7,1,CALLE SAN LUIS RIO COLORADO,0,CALLE SIMON MORUA,CALLE SIMON MORUA,BRISAS DEL MAR,PUERTO PEÑASCO,PUERTO PEÑASCO,URBANO,18,4,31.318308,-113.534391
26EPR0340B,DISTRIBUIDORES NISSAN 47-1,MATUTINO,BÁSICA,PRIMARIA,GENERAL,177,8,1,CALLE PADRE FRANCISCO EUSEBIO KINO,0,CALLE MAR DE CORTES,CALLE MAR DE CORTES,NINGUNO,HERMOSILLO,BAHIA DE KINO,URBANO,36,7,28.824835,-111.939729
26EPR0341A,FRANCISCO FIGUEROA VALENCIA,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,67,3,0,CALLE DE LOS DOCTORES,225,CALLE XICOTENCATL,CALLE XICOTENCATL,GRANJAS,NOGALES,HEROICA NOGALES,URBANO,32,5,31.301776,-110.943836
26EPR0342Z,LEO SANDOVAL SAUCEDO,MATUTINO,BÁSICA,PRIMARIA,GENERAL,346,17,3,CALLE ASPROMONTE,0,CALLE BOULEVAR PASEO RIO SONORA,CALLE BOULEVAR PASEO RIO SONORA,VILLA BONITA,HERMOSILLO,HERMOSILLO,URBANO,7,7,29.065474,-111.006066
26EPR0344Y,GENERAL LAZARO CARDENAS NUM. 2,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,153,9,1,CALLE XVI,0,CALLE 13,CALLE 13,SAN VICENTE,GUAYMAS,HEROICA GUAYMAS,URBANO,15,2,27.902627,-110.909359
26EPR0345X,LUIS DONALDO COLOSIO MURRIETA,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,142,6,1,CALLE DEPORTIVO,0,CALLE CUARTA,CALLE CUARTA,NINGUNO,FRONTERAS,ESQUEDA,URBANO,41,5,30.722449,-109.590814
26EPR0346W,JUAN FIGUEROA ABRIL,MATUTINO,BÁSICA,PRIMARIA,GENERAL,222,12,1,CALLE DE LAS CASCADAS,0,NINGUNO NINGUNO,NINGUNO NINGUNO,RIO DE PLATA,HERMOSILLO,HERMOSILLO,URBANO,10,7,29.098889,-110.954167
26EPR0348U,GILDARDO ERNESTO CORDOVA VILLEGAS,MATUTINO,BÁSICA,PRIMARIA,GENERAL,505,22,3,CALLE SANTA CLARA,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,HERMOSILLO,HERMOSILLO,URBANO,22,7,29.016003,-110.980008
26EPR0349T,OLGA DIAZ ESQUER,MATUTINO,BÁSICA,PRIMARIA,GENERAL,305,15,3,CALLE VALLE VERDE,0,CALLE VALLE RICO,CALLE VALLE RICO,MIRAVALLE,CAJEME,CIUDAD OBREGON,URBANO,26,2,27.475404,-109.924901
26EPR0352G,ILDEGARDO BOJORQUEZ BUSTAMANTE,MATUTINO,BÁSICA,PRIMARIA,GENERAL,168,8,1,NINGUNO NINGUNO,0,CALLE BASE Y/O LUIS DONALDO COLOSIO MURRIETA,CALLE BASE Y/O LUIS DONALDO COLOSIO MURRIETA,NINGUNO,CAJEME,PROVIDENCIA,URBANO,13,2,27.511699,-109.985523
26EPR0353F,PROF. ARMANDO ACUNA RIVERA,MATUTINO,BÁSICA,PRIMARIA,GENERAL,316,13,3,CALLE 29 (TECNOLOGICO),0,CALLE 29 (TECNOLOGICO),CALLE 29 (TECNOLOGICO),NINGUNO,AGUA PRIETA,AGUA PRIETA,URBANO,41,5,31.310675,-109.533377
26EPR0355D,MARIA CANDELARIA VANEGAS TREVOR NUM. 2,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,203,14,1,CALLE SAN ESTEBAN,0,CALLE SAN NICOLAS,CALLE SAN NICOLAS,PASEO SAN ANGEL,HERMOSILLO,HERMOSILLO,URBANO,7,7,29.059561,-110.997762
26EPR0356C,DISTRIBUIDORES NISSAN 38,MATUTINO,BÁSICA,PRIMARIA,GENERAL,190,8,1,CALLE CUAUHTEMOC,0,CALLE LA CASETA,CALLE LA CASETA,NINGUNO,MAGDALENA,MAGDALENA DE KINO,URBANO,5,5,30.631884,-110.950039
26EPR0357B,ESCUELA PRIMARIA NUEVA CREACION,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,128,6,1,CALLE CUARTA,0,CALLE BERNARDO CROISTWALT,CALLE BERNARDO CROISTWALT,NINGUNO,SAN LUIS RIO COLORADO,ISLITA,RURAL,39,4,32.380278,-114.871111
26EPR0359Z,BENIGNO GARCIA GARCIA,MATUTINO,BÁSICA,PRIMARIA,GENERAL,330,16,2,CALLE TLAXCALA,0,CALLE BUIYACUSI,CALLE BUIYACUSI,NINGUNO,NAVOJOA,NAVOJOA,URBANO,16,1,27.080833,-109.445278
26EPR0360P,HERMAN BRUSS,MATUTINO,BÁSICA,PRIMARIA,GENERAL,490,20,2,CALLE ANTONIO CASO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,VILLAS DEL REY,CAJEME,CIUDAD OBREGON,URBANO,13,2,27.491302,-109.976286
26EPR0361O,ADELINA RAMIREZ YAÑEZ,MATUTINO,BÁSICA,PRIMARIA,GENERAL,170,8,1,CALLE RICARDO FLORES MAGON,0,CALLE BENJAMIN HILL,CALLE BENJAMIN HILL,NINGUNO,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),URBANO,36,7,28.840278,-111.4775
26EPR0362N,MARIA DOLORES FERNANDEZ TORRES,MATUTINO,BÁSICA,PRIMARIA,GENERAL,161,8,1,CALLE SIERRA ACONCHI,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NOGALES,HEROICA NOGALES,URBANO,12,5,31.325944,-110.932693
26EPR0363M,MARIA DEL CARMEN TORRES GALLEGO,MATUTINO,BÁSICA,PRIMARIA,GENERAL,460,21,2,BOULEVARD LAS TORRES FINAL,0,PROLONGACIÓN BLV SAN GERMAN,PROLONGACIÓN BLV SAN GERMAN,MONTE BELLO,GUAYMAS,HEROICA GUAYMAS,URBANO,15,2,27.960351,-110.911253
26EPR0364L,CENTENARIO DE LA CONSTITUCION 1,MATUTINO,BÁSICA,PRIMARIA,GENERAL,479,21,3,CALLE PERIMETRAL NORTE,0,CALLE ARROYO PICACHO,CALLE ARROYO PICACHO,NINGUNO,HERMOSILLO,HERMOSILLO,URBANO,10,7,29.098889,-110.954167
26EPR0366J,BERTHA LIDIA FIGUEROA LOPEZ,MATUTINO,BÁSICA,PRIMARIA,GENERAL,317,15,2,CALLE BULEVARD BATALLON SAN PATRICIO,0,CALLE ANTONIO QUIROGA,CALLE ANTONIO QUIROGA,REAL DEL CARMEN,HERMOSILLO,HERMOSILLO,URBANO,7,7,29.098889,-110.954167
26EPR0367I,DISTRIBUIDORES NISSAN 54-1,MATUTINO,BÁSICA,PRIMARIA,GENERAL,137,8,1,CALLE RAUL AYALA CANDELAS,0,CALLE DEMOCRACIA,CALLE DEMOCRACIA,NINGUNO,CAJEME,CIUDAD OBREGON,URBANO,42,1,27.481651,-109.906144
26EPR0368H,ALBA RIVERA WONG,MATUTINO,BÁSICA,PRIMARIA,GENERAL,223,11,1,CALLE MONT PELLIER,0,CALLE GARNIER,CALLE GARNIER,MARSELLA RESIDENCIAL,GUAYMAS,HEROICA GUAYMAS,URBANO,15,2,27.944455,-110.938404
26EPR0369G,ANTONIO AGUILAR RENDON,MATUTINO,BÁSICA,PRIMARIA,GENERAL,136,9,1,CALLE LOS CHIAPANECOS,0,CALLE CHIAPANECOS,CALLE CHIAPANECOS,EL GRECO,NOGALES,HEROICA NOGALES,URBANO,32,5,31.318611,-110.945833
26EPR0370W,AIDA YANES ARVAYO,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,368,21,4,CALLE SANTA CLARA,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,HERMOSILLO,HERMOSILLO,URBANO,22,7,29.098889,-110.954167
26EPR0371V,DISTRIBUIDORES NISSAN 47-2,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,163,8,1,CALLE PADRE FRANCISCO EUSEBIO KINO,0,CALLE MAR DE CORTES,CALLE MAR DE CORTES,NINGUNO,HERMOSILLO,BAHIA DE KINO,URBANO,36,7,28.82865,-111.938168
26EPR0372U,CENTENARIO DE LA CONSTITUCION 2,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,451,18,2,CALLE PERIMETRAL NORTE,0,CALLE ARROYO PICACHO,CALLE ARROYO PICACHO,NINGUNO,HERMOSILLO,HERMOSILLO,URBANO,10,7,29.098889,-110.954167
26EPR0373T,ESCUELA PRIMARIA NUEVA CREACION,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,354,16,2,CALLE ANTONIO CASO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,VILLAS DEL REY,CAJEME,CIUDAD OBREGON,URBANO,13,2,27.491299,-109.976286
26EPR0374S,ESCUELA PRIMARIA NUEVA CREACION,MATUTINO,BÁSICA,PRIMARIA,GENERAL,335,14,2,CALLE LAS TORRES,0,CALLE SANTA LAURA,CALLE SANTA LAURA,CAMPANARIO,CAJEME,CIUDAD OBREGON,URBANO,26,2,27.489167,-109.935
26EPR0375R,ENRIQUETA ORTEGA GASTELUM,MATUTINO,BÁSICA,PRIMARIA,GENERAL,626,22,2,CALLE 57,0,CALLE 34 (RIO LERMA),CALLE 34 (RIO LERMA),SAN RAFAEL,PUERTO PEÑASCO,PUERTO PEÑASCO,URBANO,18,4,31.316667,-113.536944
26EPR0376Q,MANUEL COSME GUERRERO LOPEZ,MATUTINO,BÁSICA,PRIMARIA,GENERAL,576,20,2,CERRADA SANTA FE COLONIA SANTA FE,0,AVENIDA 6,AVENIDA 6,NINGUNO,AGUA PRIETA,AGUA PRIETA,URBANO,2,5,31.325833,-109.548889
26EPR0377P,CARMEN RUIZ PAREDES,MATUTINO,BÁSICA,PRIMARIA,GENERAL,330,13,1,CALLE HORTENSIAS,3700,CALLE 37,CALLE 37,REFORMA,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,24,4,32.414337,-114.756714
26EPR0378O,ESCUELA PRIMARIA NUEVA CREACION,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,220,9,1,CALLE CIMARRON ORIENTE,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,GALA,HERMOSILLO,HERMOSILLO,URBANO,22,7,29.098889,-110.954167
26EPR0380C,MARIA DE LOS ANGELES QUI¤ONES ALEJO,MATUTINO,BÁSICA,PRIMARIA,GENERAL,590,20,1,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NOGALES,AGUA ZARCA (FERROCARRIL),RURAL,38,5,31.1725,-110.964722
26EPR0381B,ROSALINDA ESPEJEL GOMEZ,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,396,18,3,BOULEVARD LAS TORRES FINAL,0,PROLONGACIÓN BLV SAN GERMAN,PROLONGACIÓN BLV SAN GERMAN,MONTE BELLO,GUAYMAS,HEROICA GUAYMAS,URBANO,15,2,27.960351,-110.911253
26EPR0382A,PROF.ROBERTO RENDON RENDON,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,156,7,1,CALLE DE LAS CASCADAS,0,NINGUNO NINGUNO,NINGUNO NINGUNO,RIO DE PLATA,HERMOSILLO,HERMOSILLO,URBANO,10,7,29.098889,-110.954167
26EPR0383Z,RICARDO SACRAMENTO GERMAN MORENO,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,588,21,2,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NOGALES,AGUA ZARCA (FERROCARRIL),RURAL,38,5,31.1725,-110.964722
26EPR0384Z,ESCUELA PRIMARIA NUEVA CREACION,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,362,18,2,CALLE LAS TORRES,0,CALLE SANTA LAURA,CALLE SANTA LAURA,CAMPANARIO,CAJEME,CIUDAD OBREGON,URBANO,26,2,27.489167,-109.935
26EPR0385Y,JUAN SANTOS YESCAS ARMENTA,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,288,12,1,CALLE HORTENSIAS,3700,CALLE 37,CALLE 37,REFORMA,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,24,4,32.421049,-114.772827
26EPR0386X,DISTRIBUIDORES NISSAN 54-2,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,78,7,1,PROLONGACIÓN GUERRERO,0,CALLE SAHUARIPA,CALLE SAHUARIPA,NINGUNO,CAJEME,CIUDAD OBREGON,URBANO,42,1,27.489167,-109.935
26EPR0387W,AMAURI BERNAL MANJARREZ,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,128,8,0,CALLE MONT PELLIER,0,CALLE GARNIER,CALLE GARNIER,MARSELLA RESIDENCIAL,GUAYMAS,HEROICA GUAYMAS,URBANO,15,2,27.918333,-110.898889
26EPR0389U,MANUEL HUMBERTO MENDIVIL RAMIREZ,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,167,9,1,CALLE ASPROMONTE,0,CALLE BOULEVAR PASEO RIO SONORA,CALLE BOULEVAR PASEO RIO SONORA,VILLA BONITA,HERMOSILLO,HERMOSILLO,URBANO,7,7,29.065474,-111.006066
26EPR0391I,REFUGIO CORAZON DE MARIA,MATUTINO,BÁSICA,PRIMARIA,GENERAL,48,1,0,CALLE SIERRA MORENA,1421,CALLE MONTES APENINOS,CALLE MONTES APENINOS,SIERRA VISTA,CAJEME,CIUDAD OBREGON,URBANO,26,2,27.520859,-109.925714
26EPR0393G,ABELARDO VALENZUELA BALLESTEROS,MATUTINO,BÁSICA,PRIMARIA,GENERAL,517,21,3,BOULEVARD DR JOSE JIMENEZ CERVANTES,0,CALLE PUEBLO BAJO,CALLE PUEBLO BAJO,LOS PINOS RESIDENCIAL,HERMOSILLO,HERMOSILLO,URBANO,30,3,29.164215,-111.002024
26EPR0394F,PROFR. COSME ROSAS VALENZUELA,MATUTINO,BÁSICA,PRIMARIA,GENERAL,203,9,1,CALLE QUEROBABI (COLONIA KENNEDY),0,CALLE SANTA ANA,CALLE SANTA ANA,NINGUNO,SANTA ANA,SANTA ANA,URBANO,25,5,30.5425,-111.121389
26EPR0396D,CARLOTA AMALIA VALDEZ MIRANDA,MATUTINO,BÁSICA,PRIMARIA,GENERAL,366,11,2,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NOGALES,AGUA ZARCA (FERROCARRIL),RURAL,38,5,31.1725,-110.964722
26EPR0397C,FRANCISCO FERNANDO RABAGO SALAZAR,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,359,15,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NOGALES,AGUA ZARCA (FERROCARRIL),RURAL,38,5,31.1725,-110.964722
26EPR0398B,AARON AMARILLAS BUITIMEA,MATUTINO,BÁSICA,PRIMARIA,GENERAL,51,3,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,CASA AZUL,RURAL,37,2,27.621395,-110.265843
26EPR0399A,SOFIA MADRID ROMO,VESPERTINO,BÁSICA,PRIMARIA,GENERAL,470,20,4,BOULEVARD DR JOSE JIMENEZ CERVANTES,0,CALLE PUEBLO BAJO,CALLE PUEBLO BAJO,LOS PINOS,HERMOSILLO,HERMOSILLO,URBANO,30,3,29.164215,-111.002024
26EPR0401Z,INSTITUTO KINO A.C.,MATUTINO,BÁSICA,PRIMARIA,GENERAL,65,0,0,PRIVADA PBRO. PEDRO VILLEGAS RAMIREZ,0,AVENIDA DEL RAZO,AVENIDA DEL RAZO,CASA BLANCA,HERMOSILLO,HERMOSILLO,URBANO,44,3,29.076358,-110.939358
26EPR0402Y,DISTRIBUIDORES NISSAN,MATUTINO,BÁSICA,PRIMARIA,GENERAL,297,13,1,CALLE SANTIAGO DE COMPOSTELA,0,CALLE EJERCITO NACIONAL,CALLE EJERCITO NACIONAL,LAS MISIONES,CAJEME,CIUDAD OBREGON,URBANO,17,1,27.4965,-109.933
26EPR0403X,DISTRIBUIDORES NISSAN,MATUTINO,BÁSICA,PRIMARIA,GENERAL,190,9,1,CALLE CHAPALA,0,CALLE ZAPOPAN,CALLE ZAPOPAN,PUEBLITOS PRIMERA ETAPA,NOGALES,HEROICA NOGALES,URBANO,12,5,31.301217,-110.969479
26EST0001O,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,640,34,12,CALLE 18,0,CALLE 21,CALLE 21,NINGUNO,CABORCA,HEROICA CABORCA,URBANO,2,0,30.725787,-112.140591
26EST0002N,ESCUELA SECUNDARIA TECNICA ESTATAL NUM. 2,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,328,18,10,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,BACUM,FRANCISCO JAVIER MINA (CAMPO 60),URBANO,8,0,27.462279,-110.10874
26EST0003M,PEDRO ORTIZ MONTAÑO,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,149,12,7,CALLE EUSEBIO KINO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ROSARIO,ROSARIO,URBANO,15,0,27.839406,-109.374194
26EST0004L,VICENTE MONROY MENDOZA,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,919,59,22,CALLE VALLE DORADO,0,CALLE VALLE DORADO,CALLE VALLE DORADO,VALLE DORADO,CAJEME,CIUDAD OBREGON,URBANO,9,0,27.439565,-109.927391
26EST0005K,JOSE IGNACIO SIERRA MARTINEZ,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,124,12,7,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,CITAVARO,RURAL,16,0,26.879444,-109.710833
26EST0006J,JOSE ESTRADA ALVAREZ,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,226,21,10,CALLE VICENTE SUAREZ,0,CALLE DIVISION DEL NORTE,CALLE DIVISION DEL NORTE,ZONA URBANA EJIDAL LEY ECHEVERRÍA,BENITO JUAREZ,VILLA JUAREZ,URBANO,23,0,27.121213,-109.8225
26EST0007I,ERNESTO LORETO HUASICA,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,92,14,10,CALLE REPUBLICA DE CHILE,0,CALLE MIGUEL HIDALGO,CALLE MIGUEL HIDALGO,HUASABAS CENTRO,HUASABAS,HUASABAS,URBANO,13,0,29.90362,-109.304825
26EST0008H,PROF. ARMANDO EDMUNDO ESTRELLA ORTEGA,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,459,26,11,CALLE MARIA DE JESUS MENDEZ,0,CALLE ALTAR,CALLE ALTAR,TIERRA BLANCA,CABORCA,HEROICA CABORCA,URBANO,2,0,30.698676,-112.166582
26EST0009G,EDELBERTO PADILLA SAMANIEGO,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,1145,61,22,CALLE NUEVA NIGERIA,0,CALLE NUEVA AUSTRALIA,CALLE NUEVA AUSTRALIA,NUEVO NOGALES,NOGALES,HEROICA NOGALES,URBANO,22,0,31.260594,-110.956681
26EST0010W,BIENVENIDA LOPEZ URQUIDEZ,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,154,5,7,CALLE YECORA,0,CALLE YECORA,CALLE YECORA,YECORA CENTRO,YECORA,YECORA,URBANO,20,0,28.365663,-108.929378
26EST0011V,DOROTEO ROMERO QUIÑONEZ,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,963,59,26,CALLE PROFESOR VICENTE MORA,0,CALLE ROBERTO ROMERO,CALLE ROBERTO ROMERO,NINGUNO,HERMOSILLO,HERMOSILLO,URBANO,17,0,29.105722,-111.014333
26EST0012U,JUAN CEBALLOS AYALA,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,1084,61,22,CALLE VILLAHERMOSA,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,LAS QUINTAS,HERMOSILLO,HERMOSILLO,URBANO,14,0,29.075926,-110.989044
26EST0013T,ESCUELA SECUNDARIA TECNICA ESTATAL NUM. 13,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,162,17,8,CALLE CARLOS FUENTES,1336,CALLE SOR JUANA INES DE LA CRUZ,CALLE SOR JUANA INES DE LA CRUZ,NINGUNO,CAJEME,ESPERANZA,URBANO,15,0,27.571114,-109.913181
26EST0014S,FERMIN TRUJILLO FUENTES,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,431,22,10,CALLE MAR DE CORTES,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,HERMOSILLO,BAHIA DE KINO,URBANO,5,0,28.828626,-111.939898
26EST0015R,ROBERTO H. CRUZ HOYOS,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,982,71,26,CALLE VILLA FLORIDA,13,CALLE VILLA DE CORTEZ,CALLE VILLA DE CORTEZ,VILLAS DEL PALMAR,HERMOSILLO,HERMOSILLO,URBANO,5,0,29.152439,-110.976682
26EST0016Q,OSCAR ROMERO CARPENA,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,634,37,19,CALLE MARBELLA,3720,CALLE FRANCOS,CALLE FRANCOS,VILLAS DEL REY,CAJEME,CIUDAD OBREGON,URBANO,23,0,27.486108,-109.985983
26EST0017P,SECUNDARIA TECNICA ESTATAL NUM. 17,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,1203,74,25,CALLE CASABONA,0,CALLE CARLOS MALDONADO,CALLE CARLOS MALDONADO,PASEOS DEL PEDREGAL,HERMOSILLO,HERMOSILLO,URBANO,11,0,29.098889,-110.954167
26EST0018O,SECUNDARIA TECNICA ESTATAL NUM. 18,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,623,30,8,AVENIDA 14,0,CALLE 44,CALLE 44,JESÚS GARCÍA,AGUA PRIETA,AGUA PRIETA,URBANO,4,0,31.294121,-109.549139
26EST0019N,SECUNDARIA TECNICA ESTATAL NUM. 19,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,259,20,8,CALLE SANTA ANA (COLONIA KENNEDY),0,CALLE BAJA CALIFORNIA,CALLE BAJA CALIFORNIA,NINGUNO,SANTA ANA,SANTA ANA,URBANO,18,0,30.525657,-111.118355
26EST0020C,ARTEMISA CORDOVA DE MORENO,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,59,9,6,CALLE VENUSTIANO CARRANZA,2,CALLE MAYOR FELIX ROMERO,CALLE MAYOR FELIX ROMERO,SAN PEDRO DE LA CUEVA CENTRO,SAN PEDRO DE LA CUEVA,SAN PEDRO DE LA CUEVA,URBANO,14,0,29.2864,-109.736
26EST0021B,ESCUELA SECUNDARIA TECNICA NUM. 21,MATUTINO,BÁSICA,SECUNDARIA ,TÉCNICA,478,19,7,AVENIDA 64,0,CALLE 33,CALLE 33,SAN RAFAEL,PUERTO PEÑASCO,PUERTO PEÑASCO,URBANO,24,0,31.337652,-113.488776
26EST0022A,ESCUELA SECUNDARIA TECNICA ESTATAL NUM 22,MATUTINO Y VESPERTINO,BÁSICA,SECUNDARIA ,TÉCNICA,238,3,3,NINGUNO NINGUNO,0,CALLE HERMOSILLO SUR,CALLE HERMOSILLO SUR,COSTA DEL SOL,HERMOSILLO,HERMOSILLO,URBANO,7,0,29.006228,-110.980215
26ETV0001B,TELESECUNDARIA 1,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,100,7,3,CALLE SONORA,0,CALLE NINGUNO,CALLE NINGUNO,NINGUNO,NAVOJOA,FUNDICION,RURAL,905,1,27.330278,-109.738056
26ETV0002A,TELESECUNDARIA 2,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,20,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,LA MISA,RURAL,908,2,28.374722,-110.531667
26ETV0003Z,TELESECUNDARIA 3,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,92,4,2,CALLE LUIS DONALDO COLOSIO MURRIETA,0,CALLE ESCONDIDO,CALLE ESCONDIDO,NINGUNO,QUIRIEGO,QUIRIEGO,URBANO,905,1,27.521625,-109.25423
26ETV0004Z,TELESECUNDARIA 4,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,18,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,QUIRIEGO,BATACOSA,RURAL,905,1,27.530833,-109.403611
26ETV0005Y,TELESECUNDARIA 5,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,56,4,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,LOS TANQUES,RURAL,916,1,27.210556,-108.895
26ETV0006X,TELESECUNDARIA 6,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,25,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,BASIROA,RURAL,901,1,26.7125,-108.901667
26ETV0008V,TELESECUNDARIA 8,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,12,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,LOS CAMOTES (SAN JOSE DEL PALMAR),RURAL,916,1,27.274722,-108.836667
26ETV0009U,TELESECUNDARIA 9,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,197,12,2,NINGUNO NINGUNO,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,BAHÍA DE LOBOS,SAN IGNACIO RIO MUERTO,BAHIA DE LOBOS,URBANO,906,1,27.357719,-110.445991
26ETV0010J,TELESECUNDARIA 10,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,37,2,1,CALLE ANSELMO MACIAS VALENZUELA,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,HUATABAMPO,MELCHOR OCAMPO,RURAL,902,1,26.534444,-109.176667
26ETV0012H,TELESECUNDARIA 12,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,17,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,EL ZAPOTE,RURAL,901,1,26.780278,-108.686944
26ETV0013G,TELESECUNDARIA 13,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,99,6,1,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,BACUM,PRIMERO DE MAYO (CAMPO 77),RURAL,906,1,27.388611,-110.121667
26ETV0014F,TELESECUNDARIA 14,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,18,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,CAJEME,LA TINAJERA,RURAL,907,1,27.553608,-110.011434
26ETV0015E,TELESECUNDARIA 15,MATUTINO,BÁSICA,SECUNDARIA ,TELESECUNDARIA,64,3,0,CALLE TRINIDAD HERNANDEZ,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,CAJEME,VICENTE GUERRERO (EL PORTON),RURAL,907,1,27.538611,-109.978056
